i,P,L,svy,year
5,0.5,0.2168992,IRN_3,1994
6,0.6,0.2950569,IRN_3,1994
7,0.7,0.3902544,IRN_3,1994
8,0.8,0.5087783,IRN_3,1994
9,0.9,0.6680079,IRN_3,1994
10,1,1,IRN_3,1994
1,0.1,0.01957157,IRN_3,1998
2,0.2,0.0513704,IRN_3,1998
3,0.3,0.09338639,IRN_3,1998
4,0.4,0.1452897,IRN_3,1998
5,0.5,0.2087864,IRN_3,1998
6,0.6,0.2861481,IRN_3,1998
7,0.7,0.3811085,IRN_3,1998
8,0.8,0.5010782,IRN_3,1998
9,0.9,0.6633697,IRN_3,1998
10,1,1,IRN_3,1998
0,0.01004,0.0010553,IRN_3,2005
1,0.020044,0.0025034,IRN_3,2005
2,0.030022,0.0041772,IRN_3,2005
3,0.040009,0.0060384,IRN_3,2005
4,0.050012,0.008064,IRN_3,2005
5,0.060031,0.010243,IRN_3,2005
6,0.070016,0.012547,IRN_3,2005
7,0.080093,0.015011,IRN_3,2005
8,0.090016,0.017555,IRN_3,2005
9,0.10002,0.020238,IRN_3,2005
10,0.11001,0.023032,IRN_3,2005
11,0.12001,0.025926,IRN_3,2005
12,0.13004,0.028933,IRN_3,2005
13,0.14001,0.03204,IRN_3,2005
14,0.15001,0.035257,IRN_3,2005
15,0.16001,0.038574,IRN_3,2005
16,0.17001,0.041994,IRN_3,2005
17,0.18012,0.045561,IRN_3,2005
18,0.19001,0.049146,IRN_3,2005
19,0.2,0.052869,IRN_3,2005
20,0.21,0.056686,IRN_3,2005
21,0.22003,0.060615,IRN_3,2005
22,0.23003,0.064639,IRN_3,2005
23,0.24003,0.06877,IRN_3,2005
24,0.25001,0.07299,IRN_3,2005
25,0.26008,0.077357,IRN_3,2005
26,0.27004,0.081783,IRN_3,2005
27,0.28,0.086314,IRN_3,2005
28,0.29,0.090954,IRN_3,2005
29,0.30001,0.095693,IRN_3,2005
30,0.31005,0.10054,IRN_3,2005
31,0.32001,0.10547,IRN_3,2005
32,0.33,0.11051,IRN_3,2005
33,0.34002,0.11568,IRN_3,2005
34,0.35002,0.12095,IRN_3,2005
35,0.36003,0.12632,IRN_3,2005
36,0.37002,0.13177,IRN_3,2005
37,0.38004,0.13734,IRN_3,2005
38,0.39,0.14299,IRN_3,2005
39,0.4,0.14876,IRN_3,2005
40,0.41002,0.15467,IRN_3,2005
41,0.42001,0.16067,IRN_3,2005
42,0.43004,0.16681,IRN_3,2005
43,0.44006,0.17305,IRN_3,2005
44,0.45008,0.17943,IRN_3,2005
45,0.46018,0.18598,IRN_3,2005
46,0.47001,0.19248,IRN_3,2005
47,0.48006,0.19925,IRN_3,2005
48,0.49003,0.20609,IRN_3,2005
49,0.50001,0.21305,IRN_3,2005
50,0.51008,0.22021,IRN_3,2005
51,0.52005,0.22744,IRN_3,2005
52,0.53002,0.2348,IRN_3,2005
53,0.54001,0.2423,IRN_3,2005
54,0.55001,0.24995,IRN_3,2005
55,0.56009,0.25782,IRN_3,2005
56,0.57003,0.26571,IRN_3,2005
57,0.58003,0.27381,IRN_3,2005
58,0.59016,0.28216,IRN_3,2005
59,0.60002,0.29044,IRN_3,2005
60,0.61,0.29899,IRN_3,2005
61,0.6201,0.30782,IRN_3,2005
62,0.63006,0.31671,IRN_3,2005
63,0.64005,0.32583,IRN_3,2005
64,0.65013,0.33523,IRN_3,2005
65,0.66003,0.34462,IRN_3,2005
66,0.6701,0.35437,IRN_3,2005
67,0.68001,0.36417,IRN_3,2005
68,0.69,0.37429,IRN_3,2005
69,0.70002,0.38465,IRN_3,2005
70,0.71002,0.39525,IRN_3,2005
71,0.72003,0.4061,IRN_3,2005
72,0.73012,0.41731,IRN_3,2005
73,0.74009,0.4287,IRN_3,2005
74,0.75001,0.4403,IRN_3,2005
75,0.76005,0.45236,IRN_3,2005
76,0.77003,0.46466,IRN_3,2005
77,0.78006,0.47735,IRN_3,2005
78,0.79004,0.49032,IRN_3,2005
79,0.80003,0.50367,IRN_3,2005
80,0.81002,0.51742,IRN_3,2005
81,0.82001,0.53163,IRN_3,2005
82,0.83009,0.54648,IRN_3,2005
83,0.84011,0.56177,IRN_3,2005
84,0.85001,0.57744,IRN_3,2005
85,0.86001,0.59389,IRN_3,2005
86,0.87004,0.61109,IRN_3,2005
87,0.88001,0.62891,IRN_3,2005
88,0.89009,0.64765,IRN_3,2005
89,0.90002,0.6669,IRN_3,2005
90,0.91008,0.68737,IRN_3,2005
91,0.92,0.70871,IRN_3,2005
92,0.93002,0.7317,IRN_3,2005
93,0.94002,0.75608,IRN_3,2005
94,0.95,0.78261,IRN_3,2005
95,0.96,0.81165,IRN_3,2005
96,0.97002,0.84372,IRN_3,2005
97,0.9801,0.88052,IRN_3,2005
98,0.99003,0.92433,IRN_3,2005
99,1,1,IRN_3,2005
0,0.010024,0.0010611,IRN_3,2006
1,0.020002,0.0025006,IRN_3,2006
2,0.030007,0.0041451,IRN_3,2006
3,0.040035,0.0059583,IRN_3,2006
4,0.050024,0.0079164,IRN_3,2006
5,0.060038,0.010006,IRN_3,2006
6,0.070013,0.012203,IRN_3,2006
7,0.080012,0.014528,IRN_3,2006
8,0.090015,0.016976,IRN_3,2006
9,0.10004,0.019548,IRN_3,2006
10,0.11002,0.022215,IRN_3,2006
11,0.12001,0.024982,IRN_3,2006
12,0.13,0.027845,IRN_3,2006
13,0.14001,0.030805,IRN_3,2006
14,0.15003,0.033855,IRN_3,2006
15,0.16004,0.036998,IRN_3,2006
16,0.17002,0.040229,IRN_3,2006
17,0.18002,0.043557,IRN_3,2006
18,0.19015,0.047021,IRN_3,2006
19,0.2,0.050484,IRN_3,2006
20,0.21,0.054083,IRN_3,2006
21,0.22002,0.05779,IRN_3,2006
22,0.23,0.061586,IRN_3,2006
23,0.24003,0.065494,IRN_3,2006
24,0.25008,0.069515,IRN_3,2006
25,0.26002,0.073596,IRN_3,2006
26,0.27005,0.07781,IRN_3,2006
27,0.28004,0.0821,IRN_3,2006
28,0.29001,0.086483,IRN_3,2006
29,0.30002,0.090983,IRN_3,2006
30,0.31002,0.095597,IRN_3,2006
31,0.32002,0.10032,IRN_3,2006
32,0.33002,0.10516,IRN_3,2006
33,0.34001,0.11008,IRN_3,2006
34,0.35004,0.11514,IRN_3,2006
35,0.36003,0.12027,IRN_3,2006
36,0.37001,0.12551,IRN_3,2006
37,0.38,0.13085,IRN_3,2006
38,0.39,0.13631,IRN_3,2006
39,0.40001,0.14188,IRN_3,2006
40,0.41002,0.14758,IRN_3,2006
41,0.42,0.1534,IRN_3,2006
42,0.43003,0.15935,IRN_3,2006
43,0.44002,0.16542,IRN_3,2006
44,0.45003,0.17161,IRN_3,2006
45,0.46,0.1779,IRN_3,2006
46,0.47,0.18431,IRN_3,2006
47,0.48001,0.19085,IRN_3,2006
48,0.49,0.19751,IRN_3,2006
49,0.5,0.2043,IRN_3,2006
50,0.51003,0.21125,IRN_3,2006
51,0.52014,0.21841,IRN_3,2006
52,0.53,0.22552,IRN_3,2006
53,0.54,0.23287,IRN_3,2006
54,0.55001,0.24037,IRN_3,2006
55,0.56002,0.24803,IRN_3,2006
56,0.57001,0.25584,IRN_3,2006
57,0.58003,0.26383,IRN_3,2006
58,0.59002,0.27198,IRN_3,2006
59,0.6,0.28032,IRN_3,2006
60,0.61006,0.28887,IRN_3,2006
61,0.62003,0.29753,IRN_3,2006
62,0.63001,0.3064,IRN_3,2006
63,0.64009,0.31558,IRN_3,2006
64,0.65001,0.3248,IRN_3,2006
65,0.66003,0.33431,IRN_3,2006
66,0.67001,0.34401,IRN_3,2006
67,0.68,0.35392,IRN_3,2006
68,0.69004,0.36409,IRN_3,2006
69,0.70004,0.37445,IRN_3,2006
70,0.71005,0.38508,IRN_3,2006
71,0.72004,0.39596,IRN_3,2006
72,0.73,0.4071,IRN_3,2006
73,0.74001,0.41856,IRN_3,2006
74,0.75001,0.43037,IRN_3,2006
75,0.76009,0.44256,IRN_3,2006
76,0.77001,0.45489,IRN_3,2006
77,0.78,0.46763,IRN_3,2006
78,0.79002,0.48079,IRN_3,2006
79,0.80002,0.49434,IRN_3,2006
80,0.81008,0.50842,IRN_3,2006
81,0.82006,0.52285,IRN_3,2006
82,0.83005,0.53778,IRN_3,2006
83,0.84005,0.55325,IRN_3,2006
84,0.85008,0.56931,IRN_3,2006
85,0.8601,0.58597,IRN_3,2006
86,0.87009,0.60332,IRN_3,2006
87,0.88006,0.62139,IRN_3,2006
88,0.89001,0.64021,IRN_3,2006
89,0.90002,0.66011,IRN_3,2006
90,0.91002,0.68104,IRN_3,2006
91,0.92007,0.70352,IRN_3,2006
92,0.93001,0.72711,IRN_3,2006
93,0.94005,0.75266,IRN_3,2006
94,0.95,0.77982,IRN_3,2006
95,0.96004,0.80951,IRN_3,2006
96,0.97003,0.84218,IRN_3,2006
97,0.98,0.87932,IRN_3,2006
98,0.99002,0.92489,IRN_3,2006
99,1,1,IRN_3,2006
0,0.010096,0.00080978,IRN_3,2009
1,0.020008,0.0021026,IRN_3,2009
2,0.030043,0.0036973,IRN_3,2009
3,0.040027,0.0054853,IRN_3,2009
4,0.05001,0.0074452,IRN_3,2009
5,0.060026,0.0095819,IRN_3,2009
6,0.070001,0.011875,IRN_3,2009
7,0.08002,0.014327,IRN_3,2009
8,0.090359,0.016991,IRN_3,2009
9,0.10002,0.019608,IRN_3,2009
10,0.11001,0.022453,IRN_3,2009
11,0.12001,0.025424,IRN_3,2009
12,0.13019,0.028587,IRN_3,2009
13,0.14001,0.031735,IRN_3,2009
14,0.15001,0.03505,IRN_3,2009
15,0.16005,0.038486,IRN_3,2009
16,0.17,0.04199,IRN_3,2009
17,0.18001,0.045611,IRN_3,2009
18,0.19001,0.04934,IRN_3,2009
19,0.2,0.05317,IRN_3,2009
20,0.21001,0.057114,IRN_3,2009
21,0.22007,0.061187,IRN_3,2009
22,0.23009,0.065343,IRN_3,2009
23,0.24001,0.069548,IRN_3,2009
24,0.25001,0.07389,IRN_3,2009
25,0.26001,0.078342,IRN_3,2009
26,0.27017,0.082961,IRN_3,2009
27,0.28002,0.087536,IRN_3,2009
28,0.29012,0.092342,IRN_3,2009
29,0.30032,0.097287,IRN_3,2009
30,0.31001,0.10209,IRN_3,2009
31,0.32009,0.10719,IRN_3,2009
32,0.33003,0.11232,IRN_3,2009
33,0.34001,0.11757,IRN_3,2009
34,0.35,0.12293,IRN_3,2009
35,0.36002,0.12841,IRN_3,2009
36,0.37006,0.13403,IRN_3,2009
37,0.38001,0.13971,IRN_3,2009
38,0.39001,0.14555,IRN_3,2009
39,0.40012,0.15158,IRN_3,2009
40,0.41006,0.15763,IRN_3,2009
41,0.42002,0.16383,IRN_3,2009
42,0.43,0.17016,IRN_3,2009
43,0.44,0.17663,IRN_3,2009
44,0.45004,0.18325,IRN_3,2009
45,0.46001,0.18994,IRN_3,2009
46,0.47024,0.19694,IRN_3,2009
47,0.48001,0.20377,IRN_3,2009
48,0.49001,0.21089,IRN_3,2009
49,0.50007,0.2182,IRN_3,2009
50,0.51001,0.22555,IRN_3,2009
51,0.52024,0.23329,IRN_3,2009
52,0.53006,0.24086,IRN_3,2009
53,0.54001,0.24868,IRN_3,2009
54,0.55001,0.25669,IRN_3,2009
55,0.56015,0.26497,IRN_3,2009
56,0.57019,0.27331,IRN_3,2009
57,0.58001,0.28161,IRN_3,2009
58,0.59005,0.29024,IRN_3,2009
59,0.60002,0.29899,IRN_3,2009
60,0.61005,0.30797,IRN_3,2009
61,0.62001,0.31708,IRN_3,2009
62,0.63005,0.32645,IRN_3,2009
63,0.64019,0.33611,IRN_3,2009
64,0.65,0.34564,IRN_3,2009
65,0.66,0.35558,IRN_3,2009
66,0.67,0.36575,IRN_3,2009
67,0.68016,0.37633,IRN_3,2009
68,0.69008,0.38689,IRN_3,2009
69,0.70009,0.3978,IRN_3,2009
70,0.71001,0.40886,IRN_3,2009
71,0.72045,0.42075,IRN_3,2009
72,0.73006,0.43189,IRN_3,2009
73,0.74001,0.44369,IRN_3,2009
74,0.7501,0.45598,IRN_3,2009
75,0.76,0.46834,IRN_3,2009
76,0.77001,0.48116,IRN_3,2009
77,0.78021,0.49454,IRN_3,2009
78,0.79006,0.50781,IRN_3,2009
79,0.80006,0.5217,IRN_3,2009
80,0.81037,0.53641,IRN_3,2009
81,0.82002,0.55058,IRN_3,2009
82,0.83004,0.56569,IRN_3,2009
83,0.84005,0.58126,IRN_3,2009
84,0.85003,0.59733,IRN_3,2009
85,0.86004,0.61405,IRN_3,2009
86,0.87,0.63126,IRN_3,2009
87,0.88005,0.64928,IRN_3,2009
88,0.89002,0.66786,IRN_3,2009
89,0.90023,0.68774,IRN_3,2009
90,0.91,0.70762,IRN_3,2009
91,0.92003,0.72891,IRN_3,2009
92,0.93,0.75117,IRN_3,2009
93,0.94011,0.77527,IRN_3,2009
94,0.95001,0.8006,IRN_3,2009
95,0.96003,0.82861,IRN_3,2009
96,0.97001,0.85936,IRN_3,2009
97,0.98031,0.89526,IRN_3,2009
98,0.99002,0.93503,IRN_3,2009
99,1,1,IRN_3,2009
0,0.010009,0.0015156,IRN_3,2013
1,0.020042,0.0035504,IRN_3,2013
2,0.03001,0.0058528,IRN_3,2013
3,0.040019,0.0083863,IRN_3,2013
4,0.050014,0.011109,IRN_3,2013
5,0.060021,0.014004,IRN_3,2013
6,0.070088,0.017087,IRN_3,2013
7,0.080017,0.020286,IRN_3,2013
8,0.090002,0.023644,IRN_3,2013
9,0.10006,0.027146,IRN_3,2013
10,0.11009,0.030756,IRN_3,2013
11,0.12011,0.034469,IRN_3,2013
12,0.13,0.038247,IRN_3,2013
13,0.14,0.042174,IRN_3,2013
14,0.15,0.04622,IRN_3,2013
15,0.16,0.050368,IRN_3,2013
16,0.17001,0.05461,IRN_3,2013
17,0.18007,0.058988,IRN_3,2013
18,0.1901,0.063445,IRN_3,2013
19,0.20002,0.067952,IRN_3,2013
20,0.21005,0.072612,IRN_3,2013
21,0.22007,0.077366,IRN_3,2013
22,0.23008,0.082212,IRN_3,2013
23,0.2402,0.08721,IRN_3,2013
24,0.25002,0.092149,IRN_3,2013
25,0.26002,0.097288,IRN_3,2013
26,0.27008,0.10255,IRN_3,2013
27,0.28015,0.10792,IRN_3,2013
28,0.29,0.11327,IRN_3,2013
29,0.30001,0.11879,IRN_3,2013
30,0.3101,0.12446,IRN_3,2013
31,0.32005,0.13016,IRN_3,2013
32,0.33001,0.13596,IRN_3,2013
33,0.34001,0.14187,IRN_3,2013
34,0.35002,0.14789,IRN_3,2013
35,0.36025,0.15414,IRN_3,2013
36,0.37001,0.16021,IRN_3,2013
37,0.38003,0.16654,IRN_3,2013
38,0.39014,0.17301,IRN_3,2013
39,0.40019,0.17954,IRN_3,2013
40,0.41011,0.18609,IRN_3,2013
41,0.42011,0.1928,IRN_3,2013
42,0.43,0.19954,IRN_3,2013
43,0.44005,0.20651,IRN_3,2013
44,0.45003,0.21354,IRN_3,2013
45,0.46001,0.22069,IRN_3,2013
46,0.4701,0.22802,IRN_3,2013
47,0.48006,0.23538,IRN_3,2013
48,0.49022,0.24301,IRN_3,2013
49,0.50001,0.25048,IRN_3,2013
50,0.51038,0.25851,IRN_3,2013
51,0.52009,0.26615,IRN_3,2013
52,0.53018,0.27423,IRN_3,2013
53,0.54004,0.28226,IRN_3,2013
54,0.55006,0.29057,IRN_3,2013
55,0.56009,0.299,IRN_3,2013
56,0.57001,0.30748,IRN_3,2013
57,0.58008,0.31625,IRN_3,2013
58,0.59,0.32503,IRN_3,2013
59,0.60011,0.33412,IRN_3,2013
60,0.61,0.34317,IRN_3,2013
61,0.62007,0.35254,IRN_3,2013
62,0.63004,0.36199,IRN_3,2013
63,0.64042,0.37202,IRN_3,2013
64,0.65024,0.38169,IRN_3,2013
65,0.66013,0.3916,IRN_3,2013
66,0.67001,0.40168,IRN_3,2013
67,0.68013,0.41219,IRN_3,2013
68,0.69003,0.42267,IRN_3,2013
69,0.70006,0.43348,IRN_3,2013
70,0.71001,0.44439,IRN_3,2013
71,0.72012,0.45571,IRN_3,2013
72,0.73001,0.46698,IRN_3,2013
73,0.74001,0.47861,IRN_3,2013
74,0.75012,0.49061,IRN_3,2013
75,0.76005,0.50262,IRN_3,2013
76,0.77014,0.51509,IRN_3,2013
77,0.7801,0.5277,IRN_3,2013
78,0.79007,0.54062,IRN_3,2013
79,0.80001,0.5538,IRN_3,2013
80,0.81003,0.56743,IRN_3,2013
81,0.82022,0.58168,IRN_3,2013
82,0.83011,0.59589,IRN_3,2013
83,0.84,0.61054,IRN_3,2013
84,0.85003,0.62585,IRN_3,2013
85,0.86002,0.64157,IRN_3,2013
86,0.87002,0.65778,IRN_3,2013
87,0.88007,0.67468,IRN_3,2013
88,0.89003,0.6921,IRN_3,2013
89,0.90002,0.71029,IRN_3,2013
90,0.91017,0.72965,IRN_3,2013
91,0.92004,0.74935,IRN_3,2013
92,0.93004,0.77027,IRN_3,2013
93,0.94001,0.79236,IRN_3,2013
94,0.95,0.8161,IRN_3,2013
95,0.96,0.84201,IRN_3,2013
96,0.97001,0.87031,IRN_3,2013
97,0.98005,0.90256,IRN_3,2013
98,0.99018,0.94113,IRN_3,2013
99,1,1,IRN_3,2013
0,0.010035,0.0012534,IRN_3,2014
1,0.020031,0.0029171,IRN_3,2014
2,0.03002,0.0048702,IRN_3,2014
3,0.040018,0.0070776,IRN_3,2014
4,0.050004,0.0095024,IRN_3,2014
5,0.060014,0.01211,IRN_3,2014
6,0.070002,0.014884,IRN_3,2014
7,0.080035,0.017847,IRN_3,2014
8,0.09003,0.02094,IRN_3,2014
9,0.10006,0.024183,IRN_3,2014
10,0.11002,0.027536,IRN_3,2014
11,0.12002,0.031026,IRN_3,2014
12,0.13003,0.034636,IRN_3,2014
13,0.14001,0.038341,IRN_3,2014
14,0.15002,0.042165,IRN_3,2014
15,0.16001,0.046087,IRN_3,2014
16,0.17001,0.05013,IRN_3,2014
17,0.18003,0.054279,IRN_3,2014
18,0.19001,0.058539,IRN_3,2014
19,0.20001,0.062908,IRN_3,2014
20,0.21,0.067381,IRN_3,2014
21,0.22003,0.071966,IRN_3,2014
22,0.23,0.07663,IRN_3,2014
23,0.24002,0.081428,IRN_3,2014
24,0.25003,0.086327,IRN_3,2014
25,0.26,0.091311,IRN_3,2014
26,0.27,0.096399,IRN_3,2014
27,0.28001,0.10159,IRN_3,2014
28,0.29,0.10687,IRN_3,2014
29,0.30001,0.11225,IRN_3,2014
30,0.31002,0.11775,IRN_3,2014
31,0.32008,0.12338,IRN_3,2014
32,0.33003,0.12905,IRN_3,2014
33,0.34001,0.13484,IRN_3,2014
34,0.35,0.14074,IRN_3,2014
35,0.36004,0.14677,IRN_3,2014
36,0.37007,0.15291,IRN_3,2014
37,0.38,0.1591,IRN_3,2014
38,0.39001,0.16544,IRN_3,2014
39,0.40001,0.17187,IRN_3,2014
40,0.41003,0.17844,IRN_3,2014
41,0.42,0.18507,IRN_3,2014
42,0.43001,0.19185,IRN_3,2014
43,0.44007,0.19878,IRN_3,2014
44,0.45008,0.20578,IRN_3,2014
45,0.46002,0.21284,IRN_3,2014
46,0.47001,0.22005,IRN_3,2014
47,0.48005,0.22739,IRN_3,2014
48,0.49001,0.23477,IRN_3,2014
49,0.50001,0.24228,IRN_3,2014
50,0.51007,0.24995,IRN_3,2014
51,0.52001,0.25765,IRN_3,2014
52,0.53004,0.26555,IRN_3,2014
53,0.54003,0.27355,IRN_3,2014
54,0.55,0.28168,IRN_3,2014
55,0.56004,0.28999,IRN_3,2014
56,0.57002,0.2984,IRN_3,2014
57,0.58003,0.30697,IRN_3,2014
58,0.59001,0.31565,IRN_3,2014
59,0.60002,0.32452,IRN_3,2014
60,0.61004,0.33356,IRN_3,2014
61,0.62002,0.34272,IRN_3,2014
62,0.63001,0.35206,IRN_3,2014
63,0.64001,0.36158,IRN_3,2014
64,0.65005,0.37133,IRN_3,2014
65,0.66006,0.38127,IRN_3,2014
66,0.67001,0.39134,IRN_3,2014
67,0.68002,0.40165,IRN_3,2014
68,0.69004,0.41219,IRN_3,2014
69,0.70002,0.42287,IRN_3,2014
70,0.71,0.43376,IRN_3,2014
71,0.72,0.44491,IRN_3,2014
72,0.73006,0.45634,IRN_3,2014
73,0.7401,0.46799,IRN_3,2014
74,0.75,0.47973,IRN_3,2014
75,0.76,0.49184,IRN_3,2014
76,0.77004,0.5043,IRN_3,2014
77,0.78007,0.5171,IRN_3,2014
78,0.79004,0.53015,IRN_3,2014
79,0.80003,0.54355,IRN_3,2014
80,0.81002,0.55728,IRN_3,2014
81,0.82002,0.57138,IRN_3,2014
82,0.83,0.58587,IRN_3,2014
83,0.84002,0.60087,IRN_3,2014
84,0.85004,0.6163,IRN_3,2014
85,0.86001,0.63216,IRN_3,2014
86,0.87003,0.64864,IRN_3,2014
87,0.88,0.66566,IRN_3,2014
88,0.89003,0.68353,IRN_3,2014
89,0.90006,0.70213,IRN_3,2014
90,0.91002,0.72138,IRN_3,2014
91,0.92002,0.74158,IRN_3,2014
92,0.93003,0.76301,IRN_3,2014
93,0.94002,0.78574,IRN_3,2014
94,0.95001,0.81016,IRN_3,2014
95,0.96002,0.83648,IRN_3,2014
96,0.97014,0.86603,IRN_3,2014
97,0.98001,0.89835,IRN_3,2014
98,0.99001,0.93698,IRN_3,2014
99,1,1,IRN_3,2014
0,0.010027,0.0012797,IRN_3,2015
1,0.020002,0.0029701,IRN_3,2015
2,0.030002,0.004962,IRN_3,2015
3,0.040005,0.0071872,IRN_3,2015
4,0.05001,0.0096157,IRN_3,2015
5,0.060028,0.012231,IRN_3,2015
6,0.070008,0.015005,IRN_3,2015
7,0.08001,0.017919,IRN_3,2015
8,0.090086,0.020997,IRN_3,2015
9,0.10003,0.024169,IRN_3,2015
10,0.11001,0.02749,IRN_3,2015
11,0.12002,0.03095,IRN_3,2015
12,0.13003,0.034532,IRN_3,2015
13,0.14003,0.038223,IRN_3,2015
14,0.15002,0.042037,IRN_3,2015
15,0.16004,0.045968,IRN_3,2015
16,0.17003,0.049993,IRN_3,2015
17,0.18001,0.054118,IRN_3,2015
18,0.19002,0.058344,IRN_3,2015
19,0.20003,0.062661,IRN_3,2015
20,0.21004,0.067082,IRN_3,2015
21,0.22003,0.071591,IRN_3,2015
22,0.23,0.07619,IRN_3,2015
23,0.24001,0.080909,IRN_3,2015
24,0.25009,0.085771,IRN_3,2015
25,0.26001,0.090656,IRN_3,2015
26,0.27002,0.095677,IRN_3,2015
27,0.28,0.10078,IRN_3,2015
28,0.29001,0.10598,IRN_3,2015
29,0.30005,0.1113,IRN_3,2015
30,0.31003,0.11667,IRN_3,2015
31,0.32001,0.12214,IRN_3,2015
32,0.33011,0.12777,IRN_3,2015
33,0.34004,0.13341,IRN_3,2015
34,0.35001,0.13917,IRN_3,2015
35,0.36005,0.14507,IRN_3,2015
36,0.37,0.15101,IRN_3,2015
37,0.38002,0.1571,IRN_3,2015
38,0.39,0.16328,IRN_3,2015
39,0.40004,0.16961,IRN_3,2015
40,0.41,0.17598,IRN_3,2015
41,0.42008,0.18253,IRN_3,2015
42,0.43005,0.18913,IRN_3,2015
43,0.44003,0.19584,IRN_3,2015
44,0.45006,0.20269,IRN_3,2015
45,0.46001,0.20961,IRN_3,2015
46,0.47007,0.21671,IRN_3,2015
47,0.48003,0.22386,IRN_3,2015
48,0.4901,0.23122,IRN_3,2015
49,0.5,0.23857,IRN_3,2015
50,0.51004,0.24615,IRN_3,2015
51,0.52,0.2538,IRN_3,2015
52,0.53006,0.26166,IRN_3,2015
53,0.54002,0.26957,IRN_3,2015
54,0.55,0.27761,IRN_3,2015
55,0.56005,0.28585,IRN_3,2015
56,0.57006,0.29421,IRN_3,2015
57,0.58005,0.30267,IRN_3,2015
58,0.59004,0.3113,IRN_3,2015
59,0.60001,0.32006,IRN_3,2015
60,0.61,0.32901,IRN_3,2015
61,0.62001,0.33812,IRN_3,2015
62,0.63001,0.34736,IRN_3,2015
63,0.64003,0.35679,IRN_3,2015
64,0.65002,0.36638,IRN_3,2015
65,0.66,0.37616,IRN_3,2015
66,0.67019,0.38634,IRN_3,2015
67,0.68003,0.39633,IRN_3,2015
68,0.69004,0.40669,IRN_3,2015
69,0.70002,0.4172,IRN_3,2015
70,0.71001,0.42796,IRN_3,2015
71,0.72006,0.43901,IRN_3,2015
72,0.73002,0.45019,IRN_3,2015
73,0.74001,0.46165,IRN_3,2015
74,0.75006,0.47342,IRN_3,2015
75,0.76003,0.48538,IRN_3,2015
76,0.77002,0.49766,IRN_3,2015
77,0.78012,0.51037,IRN_3,2015
78,0.79003,0.52316,IRN_3,2015
79,0.80002,0.5364,IRN_3,2015
80,0.81,0.54997,IRN_3,2015
81,0.82008,0.56411,IRN_3,2015
82,0.83006,0.57853,IRN_3,2015
83,0.84002,0.59335,IRN_3,2015
84,0.85009,0.60882,IRN_3,2015
85,0.86015,0.62482,IRN_3,2015
86,0.87,0.64104,IRN_3,2015
87,0.88001,0.65816,IRN_3,2015
88,0.89002,0.67591,IRN_3,2015
89,0.9,0.6944,IRN_3,2015
90,0.91001,0.7138,IRN_3,2015
91,0.92002,0.7342,IRN_3,2015
92,0.93003,0.75564,IRN_3,2015
93,0.94002,0.77857,IRN_3,2015
94,0.95003,0.8034,IRN_3,2015
95,0.96028,0.83109,IRN_3,2015
96,0.97013,0.8603,IRN_3,2015
97,0.98006,0.89329,IRN_3,2015
98,0.99011,0.93328,IRN_3,2015
99,1,1,IRN_3,2015
0,0.010013,0.0012671,IRN_3,2016
1,0.020038,0.0029496,IRN_3,2016
2,0.030034,0.0049129,IRN_3,2016
3,0.040078,0.0071152,IRN_3,2016
4,0.050006,0.0094685,IRN_3,2016
5,0.06005,0.012036,IRN_3,2016
6,0.070014,0.014738,IRN_3,2016
7,0.080135,0.017634,IRN_3,2016
8,0.090075,0.020622,IRN_3,2016
9,0.10001,0.023753,IRN_3,2016
10,0.11003,0.027026,IRN_3,2016
11,0.12,0.030399,IRN_3,2016
12,0.13002,0.033904,IRN_3,2016
13,0.14002,0.037513,IRN_3,2016
14,0.15001,0.041227,IRN_3,2016
15,0.16001,0.045039,IRN_3,2016
16,0.17003,0.048964,IRN_3,2016
17,0.18003,0.052979,IRN_3,2016
18,0.19,0.057086,IRN_3,2016
19,0.2,0.061304,IRN_3,2016
20,0.21004,0.065627,IRN_3,2016
21,0.22,0.070031,IRN_3,2016
22,0.23002,0.074564,IRN_3,2016
23,0.24002,0.079192,IRN_3,2016
24,0.25004,0.083928,IRN_3,2016
25,0.26002,0.088736,IRN_3,2016
26,0.27003,0.093648,IRN_3,2016
27,0.28007,0.09868,IRN_3,2016
28,0.29005,0.10379,IRN_3,2016
29,0.3,0.10899,IRN_3,2016
30,0.31004,0.11433,IRN_3,2016
31,0.32001,0.11973,IRN_3,2016
32,0.33,0.12524,IRN_3,2016
33,0.34001,0.13087,IRN_3,2016
34,0.35002,0.1366,IRN_3,2016
35,0.36003,0.14242,IRN_3,2016
36,0.37004,0.14835,IRN_3,2016
37,0.38002,0.15436,IRN_3,2016
38,0.39001,0.16049,IRN_3,2016
39,0.40005,0.16676,IRN_3,2016
40,0.41003,0.17309,IRN_3,2016
41,0.42,0.17952,IRN_3,2016
42,0.43004,0.18611,IRN_3,2016
43,0.44002,0.19276,IRN_3,2016
44,0.45001,0.19953,IRN_3,2016
45,0.46004,0.20644,IRN_3,2016
46,0.47001,0.21343,IRN_3,2016
47,0.48001,0.22057,IRN_3,2016
48,0.49,0.22781,IRN_3,2016
49,0.50002,0.23519,IRN_3,2016
50,0.51001,0.24266,IRN_3,2016
51,0.52001,0.25026,IRN_3,2016
52,0.53005,0.25802,IRN_3,2016
53,0.54006,0.26589,IRN_3,2016
54,0.55003,0.27385,IRN_3,2016
